Price,Date Sold,Suburb,Num Bath,Num Bed,Num Parking,Property Size,Type,Suburb Population,Suburb Median Income,Cash Rate,Property Inflation Index,Km From Cbd,Population (Rounded)*,Median House Price (2020),Median House Price (2021),Percentage Change,Median House Rent (Per Week),Median Apartment Price (2020),Median Apartment Rent (Per Week),Public Housing Percentage,Avg. Years Held,Time To Cbd (Public Transport) [Town Hall St],Time To Cbd (Driving) [Town Hall St]
1605000,2021-11-18,Bexley,2,4,3,539,House,19733,31512,0.1,220.1,12.84,20500.0,1100000.0,1400000.0,27.27,610.0,640000.0,460.0,1.0,11.4,35.0,30.0
1375000,2021-11-18,Bangor,1,3,2,495,House,5568,44096,0.1,220.1,23.5,6000.0,1000000.0,1250000.0,25.0,700.0,830000.0,630.0,7.0,14.0,55.0,45.0
1200000,2021-11-18,Moorebank,2,3,2,313,House,9747,38792,0.1,220.1,26.27,10000.0,900000.0,1050000.0,16.67,565.0,580000.0,475.0,3.0,9.8,120.0,40.0
1195000,2021-11-18,Glenwood,1,3,1,427,House,16130,40820,0.1,220.1,29.09,16250.0,990000.0,1200000.0,21.21,600.0,725000.0,500.0,0.0,11.4,60.0,40.0
1185000,2021-11-18,Pemulwuy,2,4,1,275,House,5009,52832,0.1,220.1,26.91,5100.0,850000.0,1050000.0,23.53,640.0,570000.0,440.0,0.0,7.4,80.0,40.0
1156500,2021-11-18,Minto,1,2,0,759,House,12551,29276,0.1,220.1,38.06,12750.0,610000.0,720000.0,18.03,415.0,420000.0,340.0,14.0,10.4,60.0,50.0
1137000,2021-11-18,Marsden Park,2,4,2,280,House,1008,32500,0.1,220.1,40.63,5000.0,750000.0,900000.0,20.0,550.0,725000.0,475.0,0.0,2.8,45.0,50.0
1103441,2021-11-18,Sydenham,1,2,1,191,House,1145,38844,0.1,220.1,6.9,1250.0,1300000.0,1600000.0,23.08,740.0,670000.0,470.0,0.0,14.8,15.0,20.0
1050000,2021-11-18,Quakers Hill,1,4,1,524,House,27080,40196,0.1,220.1,33.29,27500.0,775000.0,910000.0,17.42,465.0,575000.0,440.0,4.0,12.8,50.0,45.0
1025000,2021-11-18,Stanhope Gardens,2,3,1,342,House,9163,45864,0.1,220.1,30.99,9250.0,900000.0,1100000.0,22.22,585.0,670000.0,430.0,0.0,10.0,85.0,50.0
1004888,2021-11-18,Penrith,2,5,2,375,House,13295,32240,0.1,220.1,49.99,13500.0,630000.0,750000.0,19.05,410.0,450000.0,380.0,11.0,10.6,60.0,50.0
3660000,2021-11-19,Bella Vista,3,4,3,810,House,7837,43784,0.1,220.1,27.28,8000.0,1600000.0,2000000.0,25.0,750.0,825000.0,610.0,0.0,13.3,50.0,30.0
3500000,2021-11-19,Paddington,1,3,1,149,House,12911,73944,0.1,220.1,2.61,13500.0,2400000.0,3000000.0,25.0,1150.0,860000.0,525.0,1.0,10.2,15.0,10.0
3000000,2021-11-19,Balmain,2,3,1,135,House,10453,69784,0.1,220.1,2.81,10500.0,1900000.0,2200000.0,15.79,890.0,1000000.0,650.0,6.0,12.3,15.0,15.0
2910000,2021-11-19,Lilyfield,3,4,2,291,House,7616,58916,0.1,220.1,4.57,8000.0,1700000.0,2000000.0,17.65,835.0,930000.0,530.0,11.0,12.0,25.0,10.0
2760000,2021-11-19,Kingsgrove,6,6,5,468,House,12446,30576,0.1,220.1,13.14,12500.0,1200000.0,1500000.0,25.0,610.0,620000.0,470.0,6.0,18.2,30.0,30.0
2720000,2021-11-19,Belrose,1,3,3,696,House,8780,39728,0.1,220.1,15.92,9000.0,1550000.0,1800000.0,16.13,975.0,570000.0,470.0,0.0,14.6,50.0,30.0
2600000,2021-11-19,Oatlands,2,4,1,752,House,5660,36660,0.1,220.1,18.77,5750.0,1450000.0,1800000.0,24.14,640.0,790000.0,550.0,6.0,15.6,55.0,30.0
2510000,2021-11-19,Bella Vista,3,5,5,810,House,7837,43784,0.1,220.1,27.28,8000.0,1600000.0,2000000.0,25.0,750.0,825000.0,610.0,0.0,13.3,50.0,30.0
2470000,2021-11-19,Cherrybrook,3,6,2,730,House,18765,39936,0.1,220.1,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
2470000,2021-11-19,Como,3,5,3,556,House,3977,49296,0.1,220.1,20.31,4250.0,1200000.0,1500000.0,25.0,660.0,650000.0,510.0,0.0,16.6,35.0,40.0
2350000,2021-11-19,West Ryde,3,5,1,746,House,13394,38584,0.1,220.1,13.34,13500.0,1500000.0,1750000.0,16.67,610.0,630000.0,410.0,4.0,14.2,30.0,25.0
2285000,2021-11-19,Cherrybrook,2,4,2,740,House,18765,39936,0.1,220.1,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
2260000,2021-11-19,Leichhardt,1,2,1,310,House,14625,56784,0.1,220.1,5.31,15000.0,1450000.0,1800000.0,24.14,770.0,875000.0,560.0,3.0,12.2,25.0,15.0
2233000,2021-11-19,Kurnell,2,6,4,1486,House,2267,39364,0.1,220.1,17.42,2500.0,1200000.0,1500000.0,25.0,630.0,725000.0,580.0,0.0,15.3,85.0,45.0
2200000,2021-11-19,Thornleigh,4,5,1,776,House,8464,43160,0.1,220.1,19.84,8500.0,1200000.0,1500000.0,25.0,610.0,900000.0,540.0,3.0,12.5,50.0,35.0
2048000,2021-11-19,Hornsby,2,3,2,708,House,22168,38792,0.1,220.1,21.2,23000.0,1150000.0,1400000.0,21.74,600.0,645000.0,460.0,3.0,12.9,40.0,35.0
2000000,2021-11-19,Marrickville,1,3,1,240,House,26592,41236,0.1,220.1,7.23,28000.0,1400000.0,1700000.0,21.43,750.0,740000.0,500.0,5.0,13.4,20.0,35.0
1910000,2021-11-19,Westleigh,3,4,2,696,House,4456,44044,0.1,220.1,21.62,4500.0,1300000.0,1600000.0,23.08,760.0,725000.0,500.0,0.0,13.5,70.0,35.0
1900000,2021-11-19,Miranda,1,4,2,600,House,15284,38272,0.1,220.1,20.95,15500.0,1150000.0,1400000.0,21.74,715.0,650000.0,490.0,6.0,11.5,45.0,40.0
1850000,2021-11-19,Cromer,1,3,2,268,House,7592,40144,0.1,220.1,15.89,7750.0,1550000.0,2000000.0,29.03,840.0,725000.0,540.0,1.0,13.0,75.0,40.0
1808000,2021-11-19,Glebe,1,2,0,121,House,11532,43368,0.1,220.1,2.6,12000.0,1700000.0,1850000.0,8.82,875.0,810000.0,570.0,19.0,15.1,20.0,12.0
1770000,2021-11-19,Asquith,3,4,3,829,House,3376,40924,0.1,220.1,21.32,3500.0,1100000.0,1400000.0,27.27,590.0,625000.0,510.0,1.0,15.5,50.0,40.0
1760000,2021-11-19,Surry Hills,2,2,1,99,Apartment,16412,60320,0.1,220.1,2.14,17000.0,1750000.0,2000000.0,14.29,910.0,810000.0,620.0,11.0,11.0,10.0,15.0
1650000,2021-11-19,Cobbitty,2,4,2,861,House,2063,43576,0.1,220.1,51.16,2250.0,735000.0,820000.0,11.56,515.0,725000.0,500.0,1.0,7.2,150.0,60.0
1640000,2021-11-19,Miranda,2,3,2,588,House,15284,38272,0.1,220.1,20.95,15500.0,1150000.0,1400000.0,21.74,715.0,650000.0,490.0,6.0,11.5,45.0,40.0
1550000,2021-11-19,Auburn,4,6,4,753,House,37366,22568,0.1,220.1,16.83,37500.0,825000.0,950000.0,15.15,500.0,575000.0,440.0,4.0,13.9,30.0,25.0
1485000,2021-11-19,Marsden Park,3,5,2,410,House,1008,32500,0.1,220.1,40.63,5000.0,750000.0,900000.0,20.0,550.0,725000.0,475.0,0.0,2.8,45.0,50.0
1460000,2021-11-19,Roselands,2,3,3,632,House,11579,28288,0.1,220.1,14.57,12000.0,975000.0,1150000.0,17.95,580.0,470000.0,390.0,5.0,13.1,45.0,30.0
1450000,2021-11-19,Cobbitty,2,4,4,1239,House,2063,43576,0.1,220.1,51.16,2250.0,735000.0,820000.0,11.56,515.0,725000.0,500.0,1.0,7.2,150.0,60.0
1450000,2021-11-19,Engadine,2,4,2,607,House,17375,41756,0.1,220.1,27.77,17500.0,950000.0,1100000.0,15.79,650.0,680000.0,445.0,1.0,14.3,40.0,50.0
1450000,2021-11-19,Hornsby,2,3,2,430,House,22168,38792,0.1,220.1,21.2,23000.0,1150000.0,1400000.0,21.74,600.0,645000.0,460.0,3.0,12.9,40.0,35.0
1400000,2021-11-19,Wakeley,3,4,2,667,House,4746,23972,0.1,220.1,27.89,4800.0,745000.0,830000.0,11.41,485.0,725000.0,500.0,2.0,13.0,80.0,45.0
1320000,2021-11-19,Panania,2,4,1,355,House,12419,34216,0.1,220.1,22.21,12500.0,950000.0,1100000.0,15.79,630.0,750000.0,450.0,11.0,12.0,30.0,40.0
1300000,2021-11-19,Moorebank,3,4,2,301,House,9747,38792,0.1,220.1,26.27,10000.0,900000.0,1050000.0,16.67,565.0,580000.0,475.0,3.0,9.8,120.0,40.0
1250000,2021-11-19,Richmond,2,5,1,753,House,5482,32812,0.1,220.1,50.79,5500.0,625000.0,750000.0,20.0,425.0,445000.0,365.0,5.0,10.4,90.0,55.0
1220000,2021-11-19,Toongabbie,2,3,2,557,House,14337,34996,0.1,220.1,25.67,14500.0,810000.0,1000000.0,23.46,450.0,550000.0,440.0,5.0,14.1,40.0,35.0
1220000,2021-11-19,Moorebank,1,4,2,670,House,9747,38792,0.1,220.1,26.27,10000.0,900000.0,1050000.0,16.67,565.0,580000.0,475.0,3.0,9.8,120.0,40.0
1200000,2021-11-19,Parklea,2,4,2,333,House,3465,43004,0.1,220.1,31.23,3500.0,890000.0,1030000.0,15.73,550.0,725000.0,470.0,0.0,7.8,70.0,40.0
1180000,2021-11-19,Riverstone,2,4,1,309,House,7247,36764,0.1,220.1,39.07,7250.0,725000.0,810000.0,11.72,510.0,655000.0,370.0,6.0,10.1,60.0,50.0
1100000,2021-11-19,Campbelltown,3,6,2,646,House,12566,30628,0.1,220.1,43.19,13000.0,560000.0,650000.0,16.07,400.0,430000.0,380.0,8.0,11.3,65.0,50.0
1090000,2021-11-19,Moorebank,2,3,2,274,House,9747,38792,0.1,220.1,26.27,10000.0,900000.0,1050000.0,16.67,565.0,580000.0,475.0,3.0,9.8,120.0,40.0
1080000,2021-11-19,Woodbine,3,5,4,914,House,2741,33228,0.1,220.1,41.15,2750.0,630000.0,700000.0,11.11,400.0,725000.0,320.0,0.0,14.5,80.0,50.0
1060000,2021-11-19,Bexley,2,3,2,180,House,19733,31512,0.1,220.1,12.84,20500.0,1100000.0,1400000.0,27.27,610.0,640000.0,460.0,1.0,11.4,35.0,30.0
1035000,2021-11-19,Woodcroft,2,4,1,467,House,6440,40768,0.1,220.1,32.83,6500.0,710000.0,810000.0,14.08,490.0,725000.0,520.0,2.0,8.4,65.0,40.0
1010000,2021-11-19,Mount Druitt,4,8,1,1012,House,16726,26000,0.1,220.1,38.24,17000.0,655000.0,775000.0,18.32,395.0,395000.0,340.0,2.0,12.8,50.0,45.0
1010000,2021-11-19,Riverstone,2,4,1,338,House,7247,36764,0.1,220.1,39.07,7250.0,725000.0,810000.0,11.72,510.0,655000.0,370.0,6.0,10.1,60.0,50.0
14500000,2021-11-20,Castle Cove,9,6,3,1050,House,2554,50856,0.1,220.1,8.8,2750.0,2500000.0,3300000.0,32.0,1100.0,725000.0,500.0,0.0,17.3,35.0,20.0
5400000,2021-11-20,Hunters Hill,1,2,1,932,House,9528,48828,0.1,220.1,6.95,9500.0,2950000.0,3500000.0,18.64,1050.0,875000.0,520.0,5.0,11.0,25.0,15.0
4675000,2021-11-20,Cronulla,2,4,2,910,House,18070,52364,0.1,220.1,21.83,19000.0,1900000.0,2300000.0,21.05,1050.0,790000.0,500.0,1.0,12.0,55.0,45.0
4000000,2021-11-20,Turramurra,3,4,2,1018,House,11919,49920,0.1,220.1,16.36,12000.0,2000000.0,2400000.0,20.0,920.0,860000.0,580.0,0.0,12.4,35.0,35.0
3700000,2021-11-20,Ashfield,2,4,3,716,House,23841,35412,0.1,220.1,8.08,25000.0,1500000.0,1750000.0,16.67,650.0,680000.0,480.0,1.0,14.8,20.0,20.0
3401000,2021-11-20,Pymble,2,3,2,1454,House,11051,53300,0.1,220.1,14.82,11250.0,2300000.0,2800000.0,21.74,1110.0,930000.0,610.0,0.0,14.5,35.0,25.0
3355000,2021-11-20,Fairlight,1,3,1,310,House,5840,65000,0.1,220.1,9.88,6000.0,2300000.0,3100000.0,34.78,1300.0,1250000.0,735.0,0.0,10.0,45.0,25.0
3050000,2021-11-20,Eastwood,4,5,1,582,House,17865,30368,0.1,220.1,14.34,18000.0,1600000.0,1950000.0,21.88,690.0,750000.0,450.0,4.0,13.0,35.0,30.0
3035000,2021-11-20,Cabarita,3,4,2,284,House,1957,52988,0.1,220.1,8.88,2000.0,2500000.0,2650000.0,6.0,920.0,1700000.0,890.0,1.0,12.0,45.0,25.0
2880000,2021-11-20,West Ryde,2,5,2,647,House,13394,38584,0.1,220.1,13.34,13500.0,1500000.0,1750000.0,16.67,610.0,630000.0,410.0,4.0,14.2,30.0,25.0
2850000,2021-11-20,Five Dock,3,4,2,318,House,9356,45552,0.1,220.1,7.69,10000.0,1700000.0,2000000.0,17.65,760.0,845000.0,590.0,5.0,16.1,40.0,20.0
2750000,2021-11-20,Maroubra,2,3,1,268,House,30688,40248,0.1,220.1,9.52,31000.0,1900000.0,2300000.0,21.05,910.0,850000.0,610.0,10.0,12.5,40.0,20.0
2715000,2021-11-20,Eastwood,1,3,1,756,House,17865,30368,0.1,220.1,14.34,18000.0,1600000.0,1950000.0,21.88,690.0,750000.0,450.0,4.0,13.0,35.0,30.0
2680000,2021-11-20,Forestville,2,4,2,702,House,8329,39884,0.1,220.1,11.47,8500.0,1600000.0,2000000.0,25.0,870.0,930000.0,600.0,2.0,13.9,40.0,25.0
2670000,2021-11-20,Blakehurst,2,6,2,797,House,6219,37700,0.1,220.1,16.73,6500.0,1600000.0,1800000.0,12.5,770.0,805000.0,460.0,1.0,12.4,50.0,30.0
2555000,2021-11-20,Ryde,1,3,3,714,House,26499,39312,0.1,220.1,10.92,28000.0,1450000.0,1750000.0,20.69,675.0,670000.0,490.0,4.0,13.3,45.0,30.0
2380000,2021-11-20,Ermington,2,4,2,708,House,10737,33644,0.1,220.1,15.0,11000.0,1200000.0,1400000.0,16.67,570.0,725000.0,510.0,17.0,11.7,50.0,30.0
2370000,2021-11-20,Five Dock,1,3,2,284,House,9356,45552,0.1,220.1,7.69,10000.0,1700000.0,2000000.0,17.65,760.0,845000.0,590.0,5.0,16.1,40.0,20.0
2300000,2021-11-20,Wahroonga,2,3,2,738,House,17371,47424,0.1,220.1,17.9,17500.0,2050000.0,2300000.0,12.2,875.0,850000.0,570.0,0.0,11.9,40.0,35.0
2200000,2021-11-20,Enmore,3,4,1,278,House,3880,53872,0.1,220.1,5.37,4000.0,1400000.0,1750000.0,25.0,845.0,650000.0,440.0,1.0,11.1,30.0,20.0
2200000,2021-11-20,Abbotsbury,3,5,2,675,House,4253,37492,0.1,220.1,32.42,4300.0,921000.0,1100000.0,19.44,637.5,725000.0,500.0,0.0,18.4,90.0,45.0
2138000,2021-11-20,Bexley North,2,4,4,538,House,4097,31876,0.1,220.1,12.24,4250.0,1150000.0,1400000.0,21.74,610.0,580000.0,485.0,7.0,18.3,45.0,35.0
2110000,2021-11-20,Newtown,1,3,1,142,House,15029,55484,0.1,220.1,4.73,16000.0,1400000.0,1750000.0,25.0,795.0,690000.0,490.0,4.0,11.6,15.0,15.0
2105000,2021-11-20,Dee Why,1,3,3,462,House,21518,44980,0.1,220.1,14.67,22000.0,1900000.0,2500000.0,31.58,825.0,775000.0,560.0,2.0,15.5,50.0,35.0
2080000,2021-11-20,Ermington,2,4,2,521,House,10737,33644,0.1,220.1,15.0,11000.0,1200000.0,1400000.0,16.67,570.0,725000.0,510.0,17.0,11.7,50.0,30.0
2030000,2021-11-20,Alexandria,2,3,1,208,House,8262,69732,0.1,220.1,5.06,8500.0,1600000.0,1850000.0,15.63,850.0,745000.0,625.0,1.0,12.8,15.0,10.0
2000000,2021-11-20,Epping,2,4,2,689,House,23688,37024,0.1,220.1,15.95,25000.0,1650000.0,1900000.0,15.15,700.0,790000.0,550.0,1.0,14.7,50.0,30.0
1830000,2021-11-20,Seven Hills,2,5,2,556,House,19326,33540,0.1,220.1,26.58,19500.0,740000.0,900000.0,21.62,425.0,580000.0,405.0,11.0,12.2,40.0,40.0
1800000,2021-11-20,Rydalmere,2,4,3,500,House,6642,33540,0.1,220.1,16.91,6750.0,1100000.0,1350000.0,22.73,510.0,675000.0,465.0,13.0,10.8,50.0,30.0
1780000,2021-11-20,West Ryde,2,3,2,253,House,13394,38584,0.1,220.1,13.34,13500.0,1500000.0,1750000.0,16.67,610.0,630000.0,410.0,4.0,14.2,30.0,25.0
1770000,2021-11-20,Panania,2,3,2,730,House,12419,34216,0.1,220.1,22.21,12500.0,950000.0,1100000.0,15.79,630.0,750000.0,450.0,11.0,12.0,30.0,40.0
1765000,2021-11-20,Arncliffe,1,4,2,696,House,10590,32708,0.1,220.1,10.09,11000.0,1100000.0,1350000.0,22.73,650.0,670000.0,550.0,6.0,11.1,20.0,30.0
1745000,2021-11-20,Illawong,3,5,8,828,House,7271,44096,0.1,220.1,21.6,7250.0,1200000.0,1500000.0,25.0,775.0,745000.0,510.0,0.0,16.0,60.0,40.0
1740000,2021-11-20,Pemulwuy,3,5,4,371,House,5009,52832,0.1,220.1,26.91,5100.0,850000.0,1050000.0,23.53,640.0,570000.0,440.0,0.0,7.4,80.0,40.0
1720000,2021-11-20,Blakehurst,3,4,2,455,House,6219,37700,0.1,220.1,16.73,6500.0,1600000.0,1800000.0,12.5,770.0,805000.0,460.0,1.0,12.4,50.0,30.0
1700000,2021-11-20,Balmain,1,2,0,139,House,10453,69784,0.1,220.1,2.81,10500.0,1900000.0,2200000.0,15.79,890.0,1000000.0,650.0,6.0,12.3,15.0,15.0
1697000,2021-11-20,Picnic Point,2,4,3,280,House,6160,40560,0.1,220.1,22.31,6250.0,1000000.0,1200000.0,20.0,625.0,740000.0,580.0,1.0,12.2,60.0,35.0
1665000,2021-11-20,Glenfield,1,2,1,1138,House,9633,37024,0.1,220.1,31.57,10000.0,685000.0,800000.0,16.79,485.0,455000.0,380.0,5.0,8.8,45.0,40.0
1620000,2021-11-20,Parramatta,2,3,2,481,House,25798,39260,0.1,220.1,19.44,27000.0,1150000.0,1300000.0,13.04,510.0,605000.0,470.0,4.0,12.6,40.0,40.0
1530000,2021-11-20,Lakemba,2,4,4,908,House,17023,22204,0.1,220.1,13.76,17250.0,875000.0,1000000.0,14.29,510.0,380000.0,360.0,2.0,17.1,30.0,30.0
1511000,2021-11-20,Riverstone,2,4,7,1056,House,7247,36764,0.1,220.1,39.07,7250.0,725000.0,810000.0,11.72,510.0,655000.0,370.0,6.0,10.1,60.0,50.0
1505500,2021-11-20,Glenfield,3,6,2,476,House,9633,37024,0.1,220.1,31.57,10000.0,685000.0,800000.0,16.79,485.0,455000.0,380.0,5.0,8.8,45.0,40.0
1492500,2021-11-20,Roselands,2,5,4,594,House,11579,28288,0.1,220.1,14.57,12000.0,975000.0,1150000.0,17.95,580.0,470000.0,390.0,5.0,13.1,45.0,30.0
1480000,2021-11-20,Loftus,1,3,1,689,House,4135,40456,0.1,220.1,25.04,4250.0,990000.0,1300000.0,31.31,635.0,650000.0,500.0,1.0,15.3,45.0,45.0
1455500,2021-11-20,Parramatta,1,3,1,594,House,25798,39260,0.1,220.1,19.44,27000.0,1150000.0,1300000.0,13.04,510.0,605000.0,470.0,4.0,12.6,40.0,40.0
1415000,2021-11-20,Kirrawee,2,3,2,563,House,9278,39052,0.1,220.1,22.57,9500.0,1150000.0,1350000.0,17.39,670.0,710000.0,520.0,6.0,12.0,40.0,40.0
1400000,2021-11-20,Regents Park,2,5,5,708,House,4926,24908,0.1,220.1,16.99,5000.0,810000.0,950000.0,17.28,465.0,430000.0,390.0,11.0,13.9,35.0,30.0
1375000,2021-11-20,Pendle Hill,3,5,4,579,House,7247,30680,0.1,220.1,24.52,7500.0,875000.0,980000.0,12.0,475.0,480000.0,415.0,10.0,14.3,40.0,35.0
1370000,2021-11-20,Bankstown,2,3,3,657,House,32113,23556,0.1,220.1,17.61,34000.0,890000.0,1050000.0,17.98,525.0,490000.0,420.0,8.0,10.6,30.0,35.0
1358000,2021-11-20,Toongabbie,2,5,2,916,House,14337,34996,0.1,220.1,25.67,14500.0,810000.0,1000000.0,23.46,450.0,550000.0,440.0,5.0,14.1,40.0,35.0
1355000,2021-11-20,Pendle Hill,3,5,2,362,House,7247,30680,0.1,220.1,24.52,7500.0,875000.0,980000.0,12.0,475.0,480000.0,415.0,10.0,14.3,40.0,35.0
1340000,2021-11-20,Campsie,1,3,3,500,House,24541,25272,0.1,220.1,11.28,25000.0,1100000.0,1400000.0,27.27,590.0,570000.0,435.0,3.0,14.0,25.0,25.0
1300000,2021-11-20,Ashfield,2,3,1,170,House,23841,35412,0.1,220.1,8.08,25000.0,1500000.0,1750000.0,16.67,650.0,680000.0,480.0,1.0,14.8,20.0,20.0
1240000,2021-11-20,Panania,2,3,2,373,House,12419,34216,0.1,220.1,22.21,12500.0,950000.0,1100000.0,15.79,630.0,750000.0,450.0,11.0,12.0,30.0,40.0
1230000,2021-11-20,Lewisham,2,2,1,108,Apartment,3164,48204,0.1,220.1,6.74,3250.0,1400000.0,1700000.0,21.43,760.0,775000.0,510.0,1.0,12.6,20.0,20.0
1212000,2021-11-20,Abbotsbury,1,4,1,592,House,4253,37492,0.1,220.1,32.42,4300.0,921000.0,1100000.0,19.44,637.5,725000.0,500.0,0.0,18.4,90.0,45.0
1206000,2021-11-20,Cherrybrook,2,3,2,272,House,18765,39936,0.1,220.1,21.99,19000.0,1500000.0,1800000.0,20.0,750.0,1000000.0,610.0,0.0,14.4,65.0,35.0
1200000,2021-11-20,Casula,2,4,2,557,House,15662,30368,0.1,220.1,30.52,15750.0,750000.0,900000.0,20.0,490.0,580000.0,450.0,6.0,11.4,65.0,45.0
1180000,2021-11-20,Middleton Grange,2,4,2,551,House,5177,44044,0.1,220.1,34.32,5250.0,775000.0,890000.0,14.84,545.0,725000.0,500.0,12.0,4.7,100.0,45.0
1155000,2021-11-20,Wetherill Park,3,4,2,558,House,6127,25688,0.1,220.1,28.94,6250.0,760000.0,980000.0,28.95,500.0,525000.0,430.0,2.0,18.2,75.0,45.0
1155000,2021-11-20,Penshurst,2,3,2,318,House,12786,34684,0.1,220.1,16.01,13000.0,1150000.0,1350000.0,17.39,610.0,590000.0,420.0,1.0,17.5,25.0,35.0
1150000,2021-11-20,Moorebank,1,3,2,664,House,9747,38792,0.1,220.1,26.27,10000.0,900000.0,1050000.0,16.67,565.0,580000.0,475.0,3.0,9.8,120.0,40.0
1100000,2021-11-20,Lurnea,1,3,4,910,House,9311,22724,0.1,220.1,29.97,9500.0,640000.0,800000.0,25.0,440.0,495000.0,395.0,16.0,10.1,80.0,40.0
1100000,2021-11-20,Mount Druitt,1,3,1,721,House,16726,26000,0.1,220.1,38.24,17000.0,655000.0,775000.0,18.32,395.0,395000.0,340.0,2.0,12.8,50.0,45.0
1025000,2021-11-20,Wakeley,1,3,1,551,House,4746,23972,0.1,220.1,27.89,4800.0,745000.0,830000.0,11.41,485.0,725000.0,500.0,2.0,13.0,80.0,45.0
1022000,2021-11-20,Smithfield,3,3,1,512,House,11972,23764,0.1,220.1,25.19,12250.0,710000.0,840000.0,18.31,450.0,600000.0,380.0,9.0,15.3,70.0,40.0
1020000,2021-11-20,Blacktown,1,3,3,695,House,47176,31980,0.1,220.1,30.03,47500.0,680000.0,800000.0,17.65,410.0,450000.0,390.0,5.0,13.0,40.0,40.0
1697000,2021-11-21,Castle Hill,1,3,2,356,House,39594,40924,0.1,220.1,24.76,40000.0,1500000.0,1750000.0,16.67,690.0,845000.0,550.0,0.0,13.9,45.0,40.0
1300000,2021-11-21,Edmondson Park,3,5,2,498,House,2271,42640,0.1,220.1,34.95,2300.0,800000.0,900000.0,12.5,575.0,545000.0,390.0,3.0,4.5,70.0,45.0
1130000,2021-11-21,Mount Annan,3,5,2,785,House,11703,43680,0.1,220.1,46.81,11750.0,740000.0,825000.0,11.49,480.0,725000.0,350.0,1.0,10.5,110.0,60.0
1011000,2021-11-21,Blacktown,3,4,7,569,House,47176,31980,0.1,220.1,30.03,47500.0,680000.0,800000.0,17.65,410.0,450000.0,390.0,5.0,13.0,40.0,40.0
1000000,2021-11-21,Eastern Creek,2,5,4,601,House,827,33852,0.1,220.1,34.17,1000.0,650000.0,750000.0,15.38,410.0,725000.0,500.0,2.0,13.0,80.0,40.0
7000000,2021-11-22,Clontarf,2,4,2,627,House,1737,59280,0.1,220.1,7.69,1800.0,3700000.0,1500000.0,-100.0,1450.0,725000.0,500.0,0.0,13.4,55.0,25.0
4360000,2021-11-22,Eastwood,2,4,1,1467,House,17865,30368,0.1,220.1,14.34,18000.0,1600000.0,1950000.0,21.88,690.0,750000.0,450.0,4.0,13.0,35.0,30.0
3350000,2021-11-22,Randwick,2,4,0,266,House,29986,57460,0.1,220.1,6.53,32000.0,2550000.0,2950000.0,15.69,950.0,960000.0,600.0,1.0,12.1,25.0,20.0
2800000,2021-11-22,Lugarno,3,5,4,588,House,5606,40768,0.1,220.1,20.0,5750.0,1200000.0,1500000.0,25.0,600.0,725000.0,500.0,2.0,15.6,60.0,35.0
2737500,2021-11-22,Belrose,2,5,2,696,House,8780,39728,0.1,220.1,15.92,9000.0,1550000.0,1800000.0,16.13,975.0,570000.0,470.0,0.0,14.6,50.0,30.0
2683000,2021-11-22,Russell Lea,3,4,2,354,House,5001,47684,0.1,220.1,6.33,5250.0,1850000.0,2400000.0,29.73,880.0,810000.0,530.0,5.0,15.7,30.0,15.0
2400000,2021-11-22,Erskineville,2,3,0,114,House,8014,71812,0.1,220.1,4.66,8500.0,1400000.0,1650000.0,17.86,790.0,890000.0,650.0,4.0,12.7,10.0,20.0
2390000,2021-11-22,Burwood,1,3,2,423,House,16030,24856,0.1,220.1,9.9,16500.0,1900000.0,2150000.0,13.16,700.0,790000.0,580.0,3.0,14.2,15.0,25.0
2370000,2021-11-22,Rouse Hill,4,7,3,1062,House,7965,45812,0.1,220.1,34.5,12000.0,925000.0,1150000.0,24.32,600.0,720000.0,480.0,0.0,9.2,55.0,60.0
2325000,2021-11-22,Narraweena,2,4,2,667,House,6608,34008,0.1,220.1,14.02,6750.0,1450000.0,1800000.0,24.14,795.0,725000.0,550.0,17.0,13.3,60.0,30.0
2125000,2021-11-22,Carlingford,2,4,2,1037,House,24394,33696,0.1,220.1,18.2,25000.0,1300000.0,1600000.0,23.08,610.0,700000.0,500.0,2.0,16.6,55.0,30.0
2100999,2021-11-22,Hornsby,3,6,2,705,House,22168,38792,0.1,220.1,21.2,23000.0,1150000.0,1400000.0,21.74,600.0,645000.0,460.0,3.0,12.9,40.0,35.0
1925000,2021-11-22,Camden,2,3,2,771,House,3230,37492,0.1,220.1,52.32,3300.0,700000.0,800000.0,14.29,450.0,440000.0,400.0,7.0,12.6,120.0,60.0
1860000,2021-11-22,Padstow,3,5,5,1018,House,13306,32292,0.1,220.1,19.07,14000.0,965000.0,1150000.0,19.17,585.0,695000.0,440.0,8.0,11.0,40.0,30.0
1850000,2021-11-22,Earlwood,2,3,2,165,House,17741,35412,0.1,220.1,9.84,18500.0,1400000.0,1700000.0,21.43,690.0,775000.0,515.0,1.0,13.8,45.0,25.0
1800000,2021-11-22,Hurstville,3,6,2,572,House,29822,25116,0.1,220.1,14.81,30000.0,1400000.0,1600000.0,14.29,590.0,680000.0,520.0,3.0,12.9,25.0,30.0
